description_length,type,priority,estimated_days,story_points,num_comments,avg_comment_length,sprint_days_given,is_problematic
5904,Bug,High,,,4,228.0000,16,0
0,Task,Medium,0,3,,,32,0
251,Bug,Medium,,,4,265.7500,9,0
926,Bug,High,,,4,290.5000,37,0
233,Task,Medium,0,2,4,594.5000,41,0
1098,Task,Medium,0,1,1,132.0000,1,0
240,Task,Medium,0,3,1,58.0000,1,0
0,Task,Medium,0,2,,,1,0
849,Bug,Medium,,,6,305.5000,31,0
1967,Bug,Medium,,,11,230.6364,44,0
600,Bug,Medium,,,12,200.9167,32,0
966,Bug,High,,,6,448.6667,32,0
1087,Bug,Medium,,,3,381.3333,60,0
1200,Story,Medium,0,2,10,489.7000,32,0
911,Task,Medium,0,3,2,1109.5000,102,0
531,Story,Medium,0,2,3,356.3333,35,0
0,Task,Medium,0,2,,,7,0
1255,Task,Medium,0,5,5,1196.6000,65,0
684,Task,Medium,0,2,3,654.0000,8,0
287,Task,Medium,0,1,4,356.2500,9,0
98,Bug,Highest,,,10,793.5000,10,0
228,Task,Medium,0,1,1,113.0000,13,0
408,Bug,Medium,,,4,391.7500,14,0
2438,Task,High,0,5,7,994.0000,14,0
415,Bug,High,,,4,660.5000,15,0
2722,Bug,Highest,,,6,386.0000,2,0
737,Bug,Medium,,,2,285.0000,2,0
433,Task,Medium,0,1,2,659.5000,3,0
0,Task,Medium,0,1,1,59.0000,21,0
0,Task,Medium,0,2,1,233.0000,7,0
188,Task,Medium,0,3,4,850.0000,21,0
432,Task,Medium,0,3,3,698.0000,22,0
154,Task,Medium,0,1,4,386.5000,23,0
593,Task,Medium,0,5,6,985.3333,23,0
157,Task,High,0,5,2,393.5000,10,0
1135,Bug,Medium,,,2,531.0000,13,0
305,Bug,Medium,,,1,62.0000,14,0
71,Task,Medium,0,1,1,206.0000,14,0
132,Task,Medium,0,2,1,123.0000,14,0
104,Task,Medium,0,1,1,57.0000,14,0
2106,Bug,High,,,4,737.0000,15,0
929,Task,Medium,0,3,4,474.5000,15,0
1999,Bug,High,,,2,238.0000,16,0
910,Task,Medium,0,2,8,573.0000,158,1
260,Bug,Medium,,,2,253.5000,17,0
197,Task,Medium,0,8,2,198.0000,214,1
172,Task,Medium,0,2,2,583.0000,200,1
279,Task,Medium,0,2,2,112.0000,73,0
292,Task,Medium,0,2,1,136.0000,73,0
277,Task,Medium,0,3,2,87.0000,31,0
142,Task,Medium,0,2,2,1121.5000,31,0
20,Task,Medium,0,1,1,210.0000,21,0
1133,Bug,High,,,3,209.0000,21,0
592,Bug,High,,,4,243.7500,7,0
85,Task,Medium,0,1,1,206.0000,36,0
772,Task,Medium,0,3,3,1391.6667,23,0
356,Task,Medium,0,5,6,686.5000,24,0
855,Bug,High,,,14,264.4286,13,0
275,Task,Medium,0,2,3,242.0000,27,0
287,Task,Medium,0,1,4,316.7500,41,0
889,Task,Medium,0,1,2,69.5000,13,0
264,Task,Medium,0,3,21,513.0000,13,0
518,Task,Medium,0,3,3,902.0000,13,0
12406,Bug,Medium,,,2,372.5000,14,0
1539,Task,Medium,0,3,2,367.5000,463,1
516,Task,Medium,0,3,4,1632.2500,449,1
435,Task,Medium,0,3,1,1223.0000,28,0
209,Task,Medium,0,1,2,329.5000,14,0
735,Task,Medium,0,1,3,448.6667,14,0
561,Bug,High,,,3,1094.6667,15,0
433,Task,Medium,0,5,3,906.6667,15,0
163,Task,Medium,0,2,1,444.0000,2,0
2159,Bug,Medium,,,3,104.6667,15,0
1491,Bug,High,,,6,960.5000,16,0
403,Bug,Medium,,,5,568.8000,7,0
609,Task,High,0,1,4,248.0000,35,0
202,Task,Medium,0,2,3,432.6667,21,0
1102,Bug,High,,,6,177.8333,9,0
518,Task,Medium,0,3,4,416.7500,10,0
1471,Task,Medium,0,3,3,553.6667,14,0
183,Story,Medium,0,5,1,100.0000,41,0
153,Story,Medium,0,5,3,941.6667,41,0
239,Task,Medium,0,2,3,318.6667,14,0
12076,Bug,Medium,,,5,519.0000,15,0
1775,Task,Medium,0,5,4,707.0000,15,0
729,Task,Medium,0,2,5,669.8000,15,0
651,Task,Medium,0,2,1,134.0000,15,0
414,Task,Medium,0,2,7,309.0000,15,0
348,Task,Medium,0,5,3,991.6667,16,0
386,Story,High,0,3,4,460.2500,16,0
1159,Task,Medium,0,2,6,488.6667,29,0
143,Task,Medium,0,5,3,449.0000,16,0
300,Bug,High,,,3,381.3333,23,0
3412,Bug,High,,,3,310.6667,9,0
201,Task,Medium,0,2,4,341.0000,9,0
1054,Task,Medium,0,2,2,510.0000,10,0
654,Task,Medium,0,5,8,1200.2500,28,0
761,Task,Medium,0,2,5,628.4000,182,1
400,Task,Medium,0,2,2,294.5000,28,0
1028,Bug,Low,,,3,164.3333,127,0
361,Task,Medium,0,3,6,865.1667,15,0
648,Task,Medium,0,3,6,505.8333,43,0
369,Bug,Highest,,,5,342.8000,7,0
371,Task,Medium,,,2,3754.5000,,0
596,Bug,High,,,3,776.6667,8,0
240,Bug,Medium,,,4,713.5000,10,0
253,Bug,High,,,7,678.5714,10,0
1222,Bug,High,,,2,207.5000,12,0
1718,Bug,High,,,6,738.5000,12,0
1451,Bug,High,,,1,1584.0000,12,0
1722,Task,Medium,0,0,,,41,0
218,Task,Medium,0,2,7,772.4286,266,1
785,Task,Medium,0,1,1,3614.0000,154,0
282,Task,Medium,0,3,1,1575.0000,83,0
205,Task,Medium,0,3,,,83,0
398,Task,Medium,0,5,4,1988.5000,69,0
272,Task,Medium,0,3,1,40.0000,70,0
328,Task,Medium,0,2,3,698.3333,15,0
388,Task,High,0,5,8,238.6250,15,0
272,Task,Medium,0,3,1,125.0000,15,0
724,Bug,Medium,,,5,1201.6000,197,1
659,Bug,Medium,,,3,302.3333,15,0
1391,Task,Medium,0,5,5,449.6000,16,0
1722,Task,Medium,0,0,,,18,0
969,Task,High,0,5,2,230.5000,59,0
260,Bug,Medium,,,5,581.8000,20,0
373,Bug,Medium,,,1,35.0000,,0
1066,Bug,Highest,,,4,1046.0000,22,0
1175,Bug,High,,,2,810.5000,15,0
1901,Bug,High,,,2,264.5000,30,0
774,Task,Medium,0,1,1,56.0000,36,0
477,Task,High,0,8,15,524.2667,22,0
1858,Task,Medium,0,5,6,530.1667,64,0
796,Task,High,0,8,2,1440.5000,50,0
623,Task,Medium,0,5,4,453.2500,65,0
754,Task,Medium,0,5,5,560.0000,51,0
945,Task,Medium,0,5,3,723.3333,37,0
2517,Task,Medium,0,1,2,51.0000,9,0
317,Task,Medium,0,3,2,387.0000,221,1
393,Task,Medium,0,2,4,241.2500,25,0
553,Bug,Medium,,,4,676.2500,10,0
581,Bug,Medium,,,3,483.6667,13,0
0,Task,Medium,0,3,1,220.0000,14,0
155,Task,Medium,0,2,1,55.0000,29,0
267,Task,Medium,0,2,1,894.0000,14,0
153,Task,Medium,0,3,3,179.0000,29,0
642,Task,Medium,0,8,5,596.4000,14,0
713,Bug,Medium,,,3,1548.3333,31,0
606,Bug,Medium,,,3,306.3333,31,0
729,Task,Medium,0,5,6,236.6667,16,0
146,Task,High,0,3,3,310.3333,16,0
376,Bug,High,,,6,161.8333,3,0
677,Task,High,0,2,2,374.5000,6,0
1252,Task,High,0,3,2,437.0000,6,0
378,Task,Medium,0,3,7,746.4286,8,0
336,Bug,High,,,2,468.5000,8,0
1034,Task,Medium,0,3,5,737.6000,22,0
111,Task,Medium,0,5,2,127.0000,8,0
745,Story,Medium,0,3,3,2941.3333,92,0
0,Story,High,0,3,4,616.2500,120,0
663,Story,High,0,5,2,581.5000,65,0
1220,Bug,Highest,,,8,436.3750,22,0
1010,Bug,High,,,5,171.2000,23,0
1844,Bug,High,,,1,702.0000,9,0
514,Bug,High,,,3,289.0000,23,0
517,Task,Medium,0,3,1,1513.0000,52,0
522,Task,Medium,0,3,1,1233.0000,52,0
968,Bug,Medium,,,1,238.0000,9,0
1685,Task,Medium,0,5,9,941.1111,13,0
273,Task,Medium,0,5,7,255.5714,27,0
120,Bug,Medium,,,2,258.0000,14,0
232,Task,Medium,0,5,11,751.6364,14,0
852,Task,Medium,0,3,2,619.0000,28,0
1982,Bug,High,,,3,302.0000,15,0
0,Task,Medium,0,3,2,335.0000,29,0
0,Task,Medium,0,3,1,475.0000,29,0
475,Task,Medium,0,2,3,700.6667,30,0
503,Story,Medium,0,1,4,463.5000,16,0
253,Bug,Medium,,,4,420.2500,17,0
502,Task,High,0,3,2,395.5000,17,0
2943,Task,Medium,0,1,2,55.0000,5,0
1499,Bug,Medium,,,4,658.2500,33,0
1569,Bug,Medium,,,6,333.1667,33,0
489,Bug,Medium,,,5,429.4000,63,0
618,Task,Medium,0,3,2,448.0000,20,0
1256,Bug,Medium,,,5,253.2000,20,0
0,Task,Medium,0,3,1,203.0000,7,0
501,Story,Medium,0,3,,,7,0
610,Task,Medium,0,5,2,215.5000,21,0
329,Task,Medium,0,3,1,90.0000,21,0
2770,Task,High,0,5,2,611.5000,21,0
575,Task,Medium,0,3,4,398.0000,21,0
713,Story,High,0,3,17,768.4706,36,0
1494,Bug,Medium,,,1,1268.0000,8,0
1364,Bug,Medium,,,1,2415.0000,8,0
2166,Bug,Medium,,,1,51.0000,9,0
85,Bug,High,,,3,567.3333,10,0
462,Task,Medium,0,3,2,306.5000,10,0
1067,Task,Medium,0,3,4,473.0000,221,0
1186,Bug,High,,,5,246.2000,24,0
723,Bug,High,,,1,680.0000,10,0
243,Task,Medium,0,2,1,179.0000,13,0
552,Bug,High,,,4,232.0000,14,0
381,Task,Medium,0,5,1,118.0000,14,0
135,Task,Medium,0,5,3,319.0000,14,0
243,Task,Medium,0,3,2,417.0000,15,0
189,Task,Medium,0,3,5,486.4000,15,0
339,Task,Medium,0,5,1,294.0000,16,0
0,Task,Medium,0,1,2,356.5000,16,0
1004,Bug,High,,,3,410.6667,17,0
1897,Story,Medium,0,3,12,543.8333,21,0
127,Task,Medium,0,1,5,102.6000,36,0
6687,Bug,Highest,,,3,853.3333,9,0
141,Task,Medium,0,1,1,61.0000,10,0
923,Bug,Medium,,,2,398.0000,84,0
3115,Task,Medium,0,1,4,92.5000,13,0
167,Task,Medium,0,3,1,125.0000,13,0
139,Task,Medium,0,1,2,493.0000,13,0
3095,Bug,Medium,,,1,320.0000,14,0
350,Task,Medium,0,3,2,720.5000,14,0
271,Task,Medium,0,3,2,810.5000,14,0
364,Task,Medium,0,5,4,1555.0000,15,0
0,Task,Medium,0,3,1,32.0000,30,0
799,Story,Medium,0,5,8,357.0000,16,0
1098,Bug,Medium,,,1,896.0000,16,0
141,Task,Medium,0,1,,,2,0
141,Task,Medium,0,1,1,57.0000,16,0
119,Task,Medium,0,1,1,57.0000,2,0
398,Story,Medium,0,3,3,217.6667,3,0
326,Task,Medium,0,3,4,2891.0000,17,0
206,Task,Medium,0,2,2,510.0000,17,0
174,Task,Medium,0,1,1,110.0000,17,0
819,Bug,Medium,,,5,509.2000,17,0
898,Bug,Medium,,,2,2031.0000,19,0
907,Bug,High,,,13,341.6154,20,0
1460,Task,Medium,0,5,3,1153.3333,20,0
0,Task,Medium,0,2,2,35.5000,6,0
700,Bug,High,,,1,1098.0000,35,0
3203,Bug,High,,,2,138.5000,7,0
833,Bug,Medium,,,8,586.0000,22,0
293,Task,Medium,0,3,5,165.0000,22,0
1524,Task,High,0,2,2,503.5000,8,0
515,Bug,Medium,,,3,2229.6667,8,0
242,Task,Medium,0,3,2,239.5000,9,0
274,Task,Medium,0,3,2,598.0000,9,0
522,Bug,Medium,,,4,312.2500,9,0
1501,Bug,High,,,3,947.0000,13,0
300,Bug,High,,,1,567.0000,13,0
327,Task,Medium,0,2,2,641.0000,13,0
2010,Bug,High,,,1,341.0000,14,0
1548,Bug,High,,,3,529.0000,14,0
217,Task,Medium,0,3,2,357.5000,14,0
436,Task,Medium,0,2,2,669.5000,14,0
980,Task,Medium,0,5,3,533.6667,15,0
4798,Bug,Medium,,,9,221.8889,17,0
664,Bug,High,,,2,889.5000,7,0
749,Task,High,0,5,2,660.0000,21,0
592,Task,High,0,5,3,1730.0000,22,0
989,Bug,Medium,,,2,952.5000,9,0
559,Bug,Medium,,,3,130.3333,9,0
849,Bug,Medium,,,2,565.0000,10,0
102,Task,Medium,0,5,1,96.0000,13,0
13192,Bug,High,,,1,141.0000,13,0
720,Bug,Medium,,,3,1163.3333,16,0
4691,Task,Medium,0,2,5,114.4000,16,0
717,Story,Medium,0,5,6,1947.6667,17,0
624,Story,Medium,0,3,2,191.0000,31,0
1960,Bug,High,,,2,1041.5000,9,0
81,Task,Medium,,,,,,0
438,Task,Medium,,,2,96.0000,,0
1802,Bug,Medium,,,3,436.3333,37,0
554,Task,Medium,0,3,4,368.7500,13,0
463,Task,Medium,0,5,6,740.5000,13,0
461,Task,Medium,0,3,1,270.0000,14,0
952,Bug,High,,,4,753.2500,15,0
98,Task,Medium,0,5,3,1059.0000,15,0
895,Task,Medium,0,3,2,606.0000,15,0
113,Task,Medium,0,1,2,117.0000,15,0
1772,Bug,High,,,2,150.5000,29,0
1557,Bug,High,,,4,639.7500,16,0
646,Task,High,0,5,7,433.1429,86,0
1476,Task,High,0,8,3,909.0000,45,0
202,Task,Medium,0,3,2,387.5000,18,0
0,Task,Medium,0,5,5,751.6000,34,0
170,Task,Medium,0,2,2,396.5000,34,0
280,Task,Medium,0,3,2,115.0000,64,0
469,Story,Medium,0,3,6,417.5000,23,0
332,Task,Medium,0,5,3,725.0000,11,0
181,Task,Medium,0,5,1,83.0000,28,0
229,Task,High,0,5,1,196.0000,15,0
1292,Bug,Highest,,,5,164.0000,15,0
230,Task,Medium,0,2,8,401.5000,16,0
721,Bug,Medium,,,3,459.0000,43,0
92,Task,High,0,5,3,193.6667,71,0
127,Task,High,0,2,3,303.6667,30,0
254,Task,High,0,5,1,406.0000,30,0
125,Task,High,0,3,2,297.0000,30,0
2166,Bug,High,,,9,733.3333,21,0
521,Task,Medium,0,3,7,544.2857,21,0
129,Task,Medium,0,3,2,778.0000,21,0
1587,Task,High,0,8,18,497.0000,63,0
760,Task,Medium,0,5,2,129.5000,22,0
354,Task,Medium,0,5,3,913.3333,471,1
246,Task,Medium,0,3,1,706.0000,401,1
0,Task,Medium,0,1,2,443.5000,429,1
478,Task,Medium,0,5,4,357.0000,471,1
220,Task,Medium,0,5,2,1439.0000,457,1
1024,Task,High,0,3,2,360.5000,23,0
371,Task,High,0,3,5,637.4000,24,0
369,Task,Medium,0,3,3,132.0000,10,0
5260,Bug,High,,,4,216.5000,11,0
961,Task,Medium,0,3,4,779.0000,11,0
372,Task,Medium,0,5,4,586.7500,25,0
120,Bug,Medium,,,,,28,0
122,Task,High,0,2,5,434.4000,28,0
327,Task,Medium,0,5,2,472.0000,15,0
1404,Bug,Medium,,,2,505.5000,30,0
1689,Bug,Medium,,,9,131.7778,18,0
2975,Bug,Medium,,,3,269.6667,18,0
846,Bug,High,,,2,311.5000,35,0
407,Task,High,0,3,8,479.6250,77,0
176,Bug,Medium,,,2,631.5000,37,0
270,Bug,Medium,,,8,170.5000,,0
251,Bug,Highest,,,1,33.0000,13,0
309,Task,Medium,0,8,5,93.2000,42,0
368,Task,Medium,0,5,7,779.1429,29,0
782,Bug,Medium,,,2,36.0000,15,0
555,Task,Medium,0,5,3,1525.6667,15,0
552,Task,Medium,0,8,6,1895.8333,30,0
874,Story,Medium,,,1,56.0000,,0
188,Task,Medium,0,3,3,175.6667,16,0
985,Story,Medium,0,5,4,423.5000,17,0
0,Task,Medium,0,2,6,214.3333,17,0
549,Bug,High,,,6,202.6667,17,0
174,Bug,High,,,3,180.0000,17,0
87,Bug,Low,,,1,76.0000,20,0
956,Bug,Highest,,,9,328.0000,21,0
544,Task,High,0,5,7,530.4286,22,0
417,Task,Medium,0,1,3,309.6667,24,0
1241,Story,High,0,2,14,583.2857,24,0
5060,Task,Medium,0,2,4,127.0000,24,0
2722,Bug,Highest,,,1,331.0000,11,0
2411,Task,Medium,0,5,3,292.0000,83,0
1045,Bug,Highest,,,2,144.5000,14,0
912,Story,Medium,0,5,8,648.5000,84,0
307,Task,Highest,0,3,,,1,0
294,Task,High,,,,,1,0
179,Bug,Highest,,,1,526.0000,3,0
361,Bug,Highest,,,22,1039.2273,7,0
777,Bug,High,,,6,310.8333,7,0
552,Bug,High,,,15,665.4000,7,0
300,Task,High,,,3,440.3333,13,0
1087,Bug,Highest,,,24,495.7083,13,0
2146,Task,Medium,,,7,144.7143,13,0
622,Task,High,0,5,5,495.8000,126,0
174,Task,Medium,0,2,2,477.0000,14,0
458,Story,Medium,0,5,18,531.8333,14,0
1218,Story,Medium,0,3,3,159.0000,72,0
453,Task,High,0,3,2,1381.5000,170,0
135,Task,Medium,0,5,3,1403.0000,73,0
116,Task,Medium,0,2,7,324.8571,44,0
273,Task,Medium,0,2,1,113.0000,17,0
5381,Bug,High,,,9,426.5556,6,0
301,Task,High,0,5,3,312.0000,6,0
123,Task,Medium,0,2,2,222.0000,27,0
535,Task,Medium,0,1,4,341.5000,27,0
125,Task,Medium,0,1,3,193.3333,27,0
194,Bug,High,,,5,254.4000,28,0
142,Task,Medium,0,1,4,443.7500,17,0
772,Bug,Highest,,,5,229.8000,74,0
94,Bug,High,,,4,291.0000,17,0
524,Task,High,0,5,2,75.5000,3,0
139,Task,Medium,0,3,1,354.0000,17,0
804,Bug,Medium,,,3,62.0000,6,0
867,Bug,High,,,3,103.6667,7,0
13965,Bug,High,,,5,85.2000,7,0
665,Bug,Medium,,,6,526.8333,22,0
81,Task,Medium,0,5,2,168.0000,9,0
970,Task,High,0,5,1,321.0000,38,0
2210,Bug,High,,,2,504.0000,27,0
1390,Story,Medium,0,5,2,1739.0000,13,0
150,Task,Medium,0,5,1,96.0000,14,0
259,Story,Medium,0,2,9,338.1111,30,0
827,Task,Medium,0,3,6,1188.5000,44,0
358,Bug,Medium,,,11,290.3636,16,0
1085,Bug,High,,,5,275.4000,16,0
173,Bug,High,,,2,34.0000,49,0
134,Story,Medium,0,3,2,525.5000,35,0
245,Story,Medium,0,5,2,304.0000,21,0
180,Task,Medium,0,5,3,432.6667,21,0
175,Task,Medium,0,3,6,323.5000,36,0
1430,Bug,Highest,,,5,1171.4000,9,0
904,Bug,Medium,,,6,758.1667,94,0
332,Bug,High,,,11,406.3636,14,0
895,Bug,Medium,,,2,932.5000,14,0
203,Story,Medium,0,5,25,1536.1600,57,0
144,Story,Medium,0,2,2,167.5000,15,0
115,Task,Medium,0,5,15,471.2667,43,0
316,Task,Medium,0,3,1,67.0000,15,0
109,Story,Medium,0,3,11,578.6364,43,0
106,Task,Medium,0,2,2,315.5000,15,0
45,Task,Medium,0,5,4,192.5000,15,0
89,Task,Medium,0,1,4,351.7500,15,0
2174,Bug,Medium,,,5,319.8000,44,0
1087,Bug,High,,,10,298.4000,15,0
0,Bug,Medium,,,,,16,0
3931,Task,Medium,0,1,6,142.1667,3,0
497,Bug,Low,,,6,230.3333,3,0
1858,Bug,Medium,,,4,585.7500,7,0
799,Bug,Medium,,,2,525.5000,7,0
797,Bug,High,,,2,1088.5000,7,0
3455,Bug,High,,,2,252.5000,8,0
309,Bug,High,,,2,578.0000,37,0
365,Bug,Medium,,,7,271.7143,13,0
164,Task,Medium,0,5,2,544.0000,13,0
220,Task,Medium,0,3,4,120.7500,41,0
108,Task,Medium,0,3,1,97.0000,13,0
142,Task,Medium,0,2,,,41,0
108,Task,Medium,0,3,1,106.0000,13,0
551,Task,Medium,0,5,3,455.0000,13,0
204,Task,Medium,0,3,3,518.3333,13,0
150,Task,Medium,0,8,,,14,0
154,Task,Medium,0,5,1,152.0000,14,0
149,Task,Medium,0,5,2,184.5000,14,0
1641,Bug,Medium,,,3,137.6667,14,0
4105,Bug,Medium,,,3,191.6667,15,0
480,Bug,Highest,,,7,456.4286,15,0
152,Task,Low,0,3,3,365.6667,71,0
729,Bug,Medium,,,2,1518.0000,29,0
5135,Bug,Medium,,,4,653.5000,29,0
151,Bug,Medium,,,4,470.0000,44,0
1493,Bug,High,,,1,161.0000,30,0
0,Task,Medium,0,3,3,173.0000,44,0
762,Bug,Highest,,,4,161.7500,17,0
433,Bug,High,,,3,496.6667,51,0
6614,Bug,Highest,,,3,294.6667,9,0
532,Bug,Highest,,,7,730.5714,14,0
530,Story,Medium,0,5,3,735.3333,15,0
260,Task,High,0,2,2,67.5000,21,0
1178,Task,High,0,3,2,1461.5000,6,0
0,Bug,Medium,,,2,478.0000,7,0
678,Story,Medium,,,2,607.5000,7,0
989,Bug,High,,,6,1427.6667,8,0
349,Task,Medium,0,5,8,979.3750,121,0
1320,Bug,Highest,,,5,476.4000,11,0
911,Bug,High,,,3,146.0000,28,0
4163,Bug,High,,,3,319.3333,19,0
1375,Bug,High,,,5,127.4000,20,0
134,Bug,Medium,,,2,755.5000,36,0
7029,Bug,High,,,3,245.6667,41,0
224,Bug,Medium,,,2,232.0000,26,0
651,Bug,Medium,,,2,882.5000,26,0
983,Bug,Medium,,,3,189.3333,49,0
85,Task,Medium,0,3,3,2065.6667,28,0
880,Bug,Low,,,2,82.5000,29,0
1180,Bug,High,,,4,116.5000,29,0
1347,Bug,Medium,,,3,165.6667,29,0
1370,Bug,High,,,6,218.5000,29,0
994,Bug,High,,,3,126.0000,29,0
297,Task,Medium,0,5,4,177.7500,86,0
38,Task,Medium,0,2,2,422.0000,58,0
185,Task,Medium,0,2,5,318.4000,29,0
3009,Bug,Highest,,,10,463.6000,30,0
899,Bug,Highest,,,4,254.0000,30,0
6121,Bug,Medium,,,2,433.5000,30,0
1507,Bug,Medium,,,5,118.8000,31,0
772,Bug,Highest,,,2,1355.5000,33,0
443,Task,Medium,0,2,2,169.0000,34,0
265,Task,Medium,,,3,114.6667,49,0
275,Task,Medium,0,1,2,656.0000,34,0
661,Bug,Highest,,,5,123.2000,34,0
2266,Bug,Medium,,,12,326.2500,35,0
396,Bug,Medium,,,5,280.2000,35,0
1394,Bug,High,,,4,144.5000,40,0
301,Story,Medium,0,5,2,84.0000,55,0
390,Story,Medium,0,5,6,448.0000,40,0
1852,Task,Medium,0,8,2,380.5000,71,0
591,Bug,High,,,7,349.1429,15,0
76,Sub-task,Medium,,,,,15,0
124,Sub-task,Medium,,,,,15,0
1416,Task,High,0,2,9,826.3333,15,0
180,Task,Medium,0,1,,,100,0
338,Task,Medium,0,3,2,221.5000,17,0
1130,Task,Medium,0,5,4,905.2500,17,0
582,Bug,Medium,,,6,314.3333,62,0
206,Task,Medium,0,2,1,322.0000,104,0
180,Task,Medium,0,1,2,298.0000,104,0
66,Task,Medium,0,2,4,190.2500,118,0
368,Bug,Low,,,2,115.5000,63,0
340,Task,Medium,0,1,1,389.0000,105,0
6027,Bug,High,,,4,1083.0000,22,0
415,Task,Medium,0,8,,,106,0
1248,Bug,High,,,6,862.5000,23,0
1431,Bug,High,,,3,1456.6667,23,0
422,Task,Medium,0,3,3,520.6667,9,0
218,Task,Medium,0,8,5,989.0000,107,0
54,Bug,Medium,,,2,158.0000,23,0
1124,Story,Medium,0,2,3,317.3333,374,0
2653,Story,Medium,0,1,6,715.6667,13,0
300,Task,Medium,0,3,2,1362.0000,13,0
0,Bug,Medium,,,2,195.5000,14,0
2480,Bug,High,,,2,1042.5000,15,0
804,Bug,High,,,8,575.3750,30,0
2719,Bug,High,,,1,316.0000,2,0
1108,Bug,Medium,,,2,494.5000,3,0
987,Bug,High,,,2,1000.0000,6,0
1198,Bug,Highest,,,3,377.0000,7,0
5281,Bug,Medium,,,2,749.0000,8,0
540,Bug,Medium,,,4,584.7500,13,0
309,Task,Medium,0,5,4,768.5000,14,0
1314,Bug,Medium,,,2,636.0000,15,0
1111,Task,Medium,,,2,246.0000,23,0
1014,Story,Medium,0,5,9,574.2222,448,0
378,Bug,High,,,9,219.0000,13,0
1751,Story,High,0,3,5,528.2000,13,0
971,Task,High,0,2,10,583.5000,2,0
864,Task,Medium,0,5,2,136.5000,31,0
864,Task,Medium,0,1,1,236.0000,6,0
288,Bug,Medium,,,2,175.5000,89,0
505,Bug,Medium,,,2,493.0000,6,0
6866,Bug,High,,,4,431.0000,7,0
495,Task,Medium,0,1,7,307.7143,21,0
947,Bug,High,,,3,344.3333,50,0
600,Bug,Highest,,,3,705.3333,24,0
416,Bug,Medium,,,7,240.2857,13,0
244,Bug,High,,,2,135.0000,13,0
1135,Bug,High,,,4,362.5000,13,0
896,Bug,Highest,,,5,197.8000,14,0
123,Task,Medium,0,3,3,224.0000,422,0
60,Task,High,0,5,3,476.6667,408,0
290,Task,Medium,0,13,3,425.6667,44,0
121,Task,Medium,0,3,4,623.2500,44,0
768,Bug,Medium,,,2,350.0000,115,0
530,Bug,Medium,,,2,84.0000,7,0
2416,Bug,High,,,17,407.1765,21,0
260,Task,Medium,0,1,15,201.2667,23,0
518,Task,Medium,0,3,5,185.8000,9,0
256,Task,Medium,0,8,2,339.0000,121,0
615,Story,Medium,0,2,5,534.8000,10,0
1639,Bug,Highest,,,3,281.3333,13,0
693,Task,Medium,0,2,13,284.0769,13,0
484,Task,High,0,8,3,1154.3333,13,0
192,Task,High,0,1,2,495.5000,14,0
900,Story,High,0,13,8,581.0000,14,0
1549,Task,Medium,0,5,6,401.1667,14,0
217,Bug,High,,,7,794.0000,1,0
1291,Bug,High,,,9,390.6667,7,0
335,Task,Medium,,,1,270.0000,120,0
379,Task,Medium,,,,,121,0
927,Task,Medium,,,1,1547.0000,121,0
609,Task,Medium,,,4,377.5000,121,0
324,Task,Medium,,,3,138.6667,121,0
278,Task,Medium,,,1,418.0000,121,0
193,Story,Medium,0,5,,,10,0
382,Story,High,0,3,2,674.5000,13,0
220,Story,Highest,0,3,2,149.0000,13,0
4884,Bug,Medium,,,2,1967.5000,13,0
989,Story,Medium,,,2,77.0000,14,0
1266,Bug,High,,,8,379.5000,14,0
5922,Bug,High,,,3,747.0000,14,0
1243,Bug,Highest,,,2,136.5000,15,0
329,Bug,Medium,,,1,101.0000,29,0
314,Bug,Medium,,,1,160.0000,29,0
786,Bug,High,,,1,253.0000,15,0
87,Story,Medium,0,5,1,715.0000,16,0
72,Story,High,0,5,8,198.6250,16,0
382,Story,High,0,3,2,650.5000,16,0
382,Story,High,0,3,2,671.0000,16,0
1112,Story,Highest,0,8,24,517.4167,16,0
347,Story,Highest,0,8,2,316.5000,16,0
348,Story,Highest,0,3,6,287.6667,16,0
215,Story,Highest,0,5,7,556.8571,16,0
217,Story,Highest,0,5,2,119.5000,16,0
343,Bug,High,,,3,266.0000,17,0
516,Bug,High,,,5,228.4000,17,0
376,Story,Medium,,,4,80.7500,20,0
160,Bug,Medium,,,2,166.5000,34,0
579,Task,Medium,0,3,2,339.5000,287,0
438,Bug,Low,,,2,70.5000,430,0
3771,Bug,High,,,4,53.2500,219,0
598,Bug,Highest,,,4,329.7500,9,0
2495,Bug,Medium,,,5,349.2000,41,0
1249,Bug,High,,,5,330.2000,13,0
3905,Bug,Medium,,,7,282.1429,28,0
125,Bug,Medium,,,2,112.5000,407,0
4039,Bug,High,,,3,342.3333,13,0
596,Bug,Low,,,4,175.0000,15,0
1616,Task,Medium,,,3,1665.6667,141,0
164,Sub-task,Medium,,,1,625.0000,1,0
223,Story,High,0,8,5,145.6000,30,0
3500,Bug,High,,,2,346.0000,16,0
1586,Bug,High,,,15,319.6667,5,0
380,Bug,Medium,,,9,340.6667,6,0
2087,Bug,Medium,,,4,235.5000,20,0
883,Bug,High,,,15,284.8000,7,0
216,Story,Medium,,,5,195.8000,7,0
676,Bug,High,,,4,191.5000,176,0
1063,Story,Medium,0,3,9,853.0000,7,0
2614,Task,Medium,0,5,12,713.8333,50,0
844,Bug,Medium,,,3,195.3333,51,0
1847,Sub-task,Medium,,,1,112.0000,8,0
502,Sub-task,Medium,,,1,445.0000,8,0
